,company,city,product,header,review,mark,date,link,full_review,class
1343,rosgosstrah,Москва,Каско,"Застраховал новый авто в Рольф Химкив августе 2013. сейчас приехал хотел заплатить и продлить– в рольф химки сказали, что почему–то не могут. ","Не работает главный офис и т.д, Потом вчера после многочисленных звонков узнал, что расторгнут мой договор 9 месяцев назад, но я же всю сумму внес– т.е. ездил 9 месяцев думал застрахован – нет. Звоню трубку не берет Света с Рольф Химки.<br />Да высылал им кс квитанций– пропали . Вот так. В полицию буду подавать заявление.",1.0,23-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/114707/?page=651,застраховал новый авто в рольф химкив августе       сейчас приехал хотел заплатить и продлить  в рольф химки сказали  что почему то не могут   не работает главный офис и т д  потом вчера после многочисленных звонков узнал  что расторгнут мой договор   месяцев назад  но я же всю сумму внес  т е  ездил   месяцев думал застрахован   нет  звоню трубку не берет света с рольф химки  br   да высылал им кс квитанций  пропали   вот так  в полицию буду подавать заявление ,-1.0
1344,rosgosstrah,Калуга,ОСАГО,"21.07.2014 в 11.00 в «офисе» продаж РОСГОССТРАХ, С.Ульяново, Ульяновского района Калужской области отказали в оформлении полиса ссылаясь на отсутствие бланков, сообщая «нам выдают по четыре бланка».","Сотрудники не приветствуют клиентов, изображают занятость, не предоставляют информацию. Стиль обслуживания – в лучших традициях магазинного «Совка». Опрос обращавшихся ранее клиентов показал, что некоторые люди не могли получить полис в течение 2–4 месяцев. Из страховых компаний в районе представлена только РОСГОССТРАХ, по сути являясь монополистом... ",1.0,23-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/114631/?page=651,           в       в  офисе  продаж росгосстрах  с ульяново  ульяновского района калужской области отказали в оформлении полиса ссылаясь на отсутствие бланков  сообщая  нам выдают по четыре бланка   сотрудники не приветствуют клиентов  изображают занятость  не предоставляют информацию  стиль обслуживания   в лучших традициях магазинного  совка   опрос обращавшихся ранее клиентов показал  что некоторые люди не могли получить полис в течение     месяцев  из страховых компаний в районе представлена только росгосстрах  по сути являясь монополистом    ,-1.0
1345,rosgosstrah,Москва,ОСАГО,"Продали машину, ОСАГО  осталась неиспользованная на полгода, пришли в этот же день оформили возврат страховки...",уже прошло 3 месяца денег нет...хотя прошли все сроки и уже месяц кормят завтраками...,1.0,19-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/114209/?page=652,продали машину  осаго  осталась неиспользованная на полгода  пришли в этот же день оформили возврат страховки    уже прошло   месяца денег нет   хотя прошли все сроки и уже месяц кормят завтраками   ,-1.0
1346,rosgosstrah,Пенза,Обслуживание,"Приходил за страховкой в  росгосстрах по ул Дзержинского  7  в г. Пенза . Очень""вежливые""сотрудники Аня Т.  и Ч.  Светлана послали далеко ...иностранцев. ","(мои гости из Германии и Белоруссии). От такого приема иностранцы дар речи потеряли и долго будут вспоминать нашу Пензу. Девушки просто отказались страховать и просто послали в прямом смысле слова гостей мотивируя тем что почти 17 часов ( а было 16.47) Даже не постеснялись гостей из других государств. Такое впечатление что побывали на ""сраном "" базаре...... ",1.0,18-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/114148/?page=652,приходил за страховкой в  росгосстрах по ул дзержинского     в г  пенза   очень вежливые сотрудники аня т   и ч   светлана послали далеко    иностранцев    мои гости из германии и белоруссии   от такого приема иностранцы дар речи потеряли и долго будут вспоминать нашу пензу  девушки просто отказались страховать и просто послали в прямом смысле слова гостей мотивируя тем что почти    часов   а было        даже не постеснялись гостей из других государств  такое впечатление что побывали на  сраном   базаре       ,-1.0
1347,rosgosstrah,Санкт-Петербург,ОСАГО,"Въехали в зад, бампер крышка багажника, парктроники под замену. ",Выплатили 4119 р. Буду обращаться в суд,1.0,18-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/114130/?page=652,въехали в зад  бампер крышка багажника  парктроники под замену   выплатили      р  буду обращаться в суд,-1.0
1348,rosgosstrah,Медынь,ОСАГО,19.07.14 хостел застраховать автомобиль по ОСАГО в Медыне в РОСГОССТРАХ. приехал к 9:30 ( у них там страхуют с 9 до 11 почему–то ) передо мной 6 человек я с ребенком 7ой. ,"до 11ти часов страховку сделали только 4 человека ! т.е за 1,5 часа ! задал вопрос г–же Оксане Владимировне ( фамилию не назвала сказала посмотреть в интернете ) почему так медленно продвигается очередь, она начала хамить и кричать на меня, сказала чтобы я вышел вон ! это же возмутительно. очень жаль что в такой солидной организации работают такие... ",1.0,17-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/114012/?page=652,         хостел застраховать автомобиль по осаго в медыне в росгосстрах  приехал к        у них там страхуют с   до    почему то   передо мной   человек я с ребенком  ой   до   ти часов страховку сделали только   человека   т е за     часа   задал вопрос г же оксане владимировне   фамилию не назвала сказала посмотреть в интернете   почему так медленно продвигается очередь  она начала хамить и кричать на меня  сказала чтобы я вышел вон   это же возмутительно  очень жаль что в такой солидной организации работают такие    ,-1.0
1349,rosgosstrah,Курск,ОСАГО,"Хочу рассказать о своем опыте общения с компанией ""РОСГОССТРАХ"", как–то так вышло, что купил я пыжыка 308–ого ","и решил так сказать не отходя от кассы его и застраховать и как раз ""РОСГОССТРАХ"" под рукой, ну как водится навязали мне страхование жизни ( хотя это является нарушением закона о защите конкуренции и ст. 16 ЗОЗПП) но выбора не было, человек, который продал машину пообещал помочь сейчас же её поставить на учет ( и правда помог), а ехать искать другую... ",1.0,15-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/113675/?page=653,хочу рассказать о своем опыте общения с компанией  росгосстрах   как то так вышло  что купил я пыжыка     ого  и решил так сказать не отходя от кассы его и застраховать и как раз  росгосстрах  под рукой  ну как водится навязали мне страхование жизни   хотя это является нарушением закона о защите конкуренции и ст     зозпп  но выбора не было  человек  который продал машину пообещал помочь сейчас же е  поставить на учет   и правда помог   а ехать искать другую    ,-1.0
1350,rosgosstrah,Пермь,ОСАГО,"Subaru Forester 2003, легендарная тачка, которую, мне умудрились разбить 3 калоши за первые 1,5 года эксплуатации! ","Первая и вторая врезались в меня спереди и сзади в разное время, были повреждены в данном случае передний и задний бампера соответственно. Выплаты в обоих случаях составили 1500 Росгосстрахом и 2800 Оранта–страхование (страховая виновницы). Это при том, что покраска одного бампера минимум 5000–6000руб. ""Спустил на тормозах"" и отремонтировал за свой... ",1.0,15-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/113596/?page=653,subaru forester       легендарная тачка  которую  мне умудрились разбить   калоши за первые     года эксплуатации   первая и вторая врезались в меня спереди и сзади в разное время  были повреждены в данном случае передний и задний бампера соответственно  выплаты в обоих случаях составили      росгосстрахом и      оранта страхование  страховая виновницы   это при том  что покраска одного бампера минимум          руб   спустил на тормозах  и отремонтировал за свой    ,-1.0
1351,rosgosstrah,Раменское,Каско,Произошел страховой случай – поцарапала задний бампер (покраска). Сообщила о произошедшем в страховую. ,"Спустя 2 недели мальчишки во дворе выбили бордюрный камень и прямо под передний бампер при движении задним ходом (на замену). Страховая направила по СТОА (сервис выбирала из предложенных сама, хотя, по полису я выбирать не должна была) в У–СЕРВИС+ на Люблинской, в течение 40 минут мне произвели осмотр авто, сделали оценку и выявили скрытые повреждения.... ",5.0,14-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/113565/?page=653,произошел страховой случай   поцарапала задний бампер  покраска   сообщила о произошедшем в страховую   спустя   недели мальчишки во дворе выбили бордюрный камень и прямо под передний бампер при движении задним ходом  на замену   страховая направила по стоа  сервис выбирала из предложенных сама  хотя  по полису я выбирать не должна была  в у сервис  на люблинской  в течение    минут мне произвели осмотр авто  сделали оценку и выявили скрытые повреждения     ,1.0
1352,rosgosstrah,Санкт-Петербург,ОСАГО,"По ОСАГО обратилась в компанию виновника – Росгосстрах. Был разбит бампер, решетка радиатора и еще несколько царапин по мелочи. Выплатили 4800 рублей. ","Замечу, что ,бампер на мою машину стоит порядка 23000. В итоге подала в суд. На суд ответчик не явился, но прислал ответ в письменной форме, что ничего выплачивать сверх не будет. В итоге, через месяц после вынесения решения судом, по исполнительному листу получила сверх выплаченных 4800 еще примерно 26000. То есть всего порядка 30000, что стало похоже... ",1.0,10-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/113206/?page=654,по осаго обратилась в компанию виновника   росгосстрах  был разбит бампер  решетка радиатора и еще несколько царапин по мелочи  выплатили      рублей   замечу  что  бампер на мою машину стоит порядка        в итоге подала в суд  на суд ответчик не явился  но прислал ответ в письменной форме  что ничего выплачивать сверх не будет  в итоге  через месяц после вынесения решения судом  по исполнительному листу получила сверх выплаченных      еще примерно        то есть всего порядка        что стало похоже    ,-1.0
1353,rosgosstrah,Санкт-Петербург,ОСАГО,"Случился страховой случай по осаго.в меня въехал клиент росгосстраха,моё авто то же застраховано в данной компании.","росгосстрах выплатил такие смешные деньги,что я принял решение добиваться нормальной выплаты через суд.я добился своего,суд обязал данную страховую возместить мне ущерб в полном объёме.и видать после этого страховая обиделась и убрала накопленную скидку при страховании(40 %),поставив коэффициент 1.",1.0,10-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/113101/?page=655,случился страховой случай по осаго в меня въехал клиент росгосстраха мо  авто то же застраховано в данной компании  росгосстрах выплатил такие смешные деньги что я принял решение добиваться нормальной выплаты через суд я добился своего суд обязал данную страховую возместить мне ущерб в полном объ ме и видать после этого страховая обиделась и убрала накопленную скидку при страховании       поставив коэффициент   ,-1.0
1354,rosgosstrah,Санкт-Петербург,ОСАГО,Попал в ДТП на ВАЗ–2114 2005 г.в. Я – невиновная сторона. ,"При попытке оформить направление на СТО для устранения небольшой вмятины на крыле сотрудники страховой компании (офис в СПб, Ланское шоссе, 9) навязчиво предлагают денежную компенсацию, отказывая в направлении на СТО. Ссылаются на ""правила страхования АТС"", в которых якобы ""говорится, что автомобили старше 5 лет на СТО не направляются"". Внимательно... ",1.0,08-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/112890/?page=655,попал в дтп на ваз           г в  я   невиновная сторона   при попытке оформить направление на сто для устранения небольшой вмятины на крыле сотрудники страховой компании  офис в спб  ланское шоссе     навязчиво предлагают денежную компенсацию  отказывая в направлении на сто  ссылаются на  правила страхования атс   в которых якобы  говорится  что автомобили старше   лет на сто не направляются   внимательно    ,-1.0
1355,rosgosstrah,Москва,ОСАГО,"Отец без меня застраховался в Росгосстрахе (авто на меня, но подарил его ему  на др). Короче не суть. Не так давно произошло ДТП,  Отец признан не виновным.","авто шевроле авео 11 года выпуска. повреждения правое переднее крыло, замена+ окраска, дверь правая передняя, замена+ окраска, ЗЕркало. В итоге компенсация по ОСАГО 11 432,98. У меня в эту стоимость только покраска встанет. как так. В общем смотрите сами. Для подтверждения вышесказанных слов номер страхового дела 0009500942",1.0,08-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/112837/?page=655,отец без меня застраховался в росгосстрахе  авто на меня  но подарил его ему  на др   короче не суть  не так давно произошло дтп   отец признан не виновным  авто шевроле авео    года выпуска  повреждения правое переднее крыло  замена  окраска  дверь правая передняя  замена  окраска  зеркало  в итоге компенсация по осаго            у меня в эту стоимость только покраска встанет  как так  в общем смотрите сами  для подтверждения вышесказанных слов номер страхового дела           ,-1.0
1356,rosgosstrah,Москва,Каско,"Страховал машину в Росгосстрах по каско в 2013 году, отъездил безаварийно, в  феврале 2014 года продлил страховку на год. ","Страховой случай произошел 5 июня – на лобовое стекло попал камень, стекло треснуло. В компанию обратился 9 июня, направили по телефону на ремонт к неофициальному дилеру, на вопрос о гарантии ответили отрицательно,(машина находится на гарантии), на стекле датчик дождя и обогрев лобового стекла, от неофициального ремонта отказался. 9 июня с пакетом... ",1.0,05-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/112490/?page=656,страховал машину в росгосстрах по каско в      году  отъездил безаварийно  в  феврале      года продлил страховку на год   страховой случай произошел   июня   на лобовое стекло попал камень  стекло треснуло  в компанию обратился   июня  направили по телефону на ремонт к неофициальному дилеру  на вопрос о гарантии ответили отрицательно  машина находится на гарантии   на стекле датчик дождя и обогрев лобового стекла  от неофициального ремонта отказался    июня с пакетом    ,-1.0
1357,rosgosstrah,Владикавказ,ОСАГО,"РСО–Алания. Росгосстрах, работает отвратительно. Попытка застраховать автомобиль по ОСАГО второй день заканчивается ничем. ","В головном офисе (г. Владикавказ, ул. Джанаева) введена талонная система(!). В 11.00 можно даже не пытаться застраховаться, талонов уже нет! В офисе (порядка 15 рабочих мест) работаеют только 3 сотрудника. Внятно объяснить ситуацию не могут. Вышестоящего начальства на месте нет. Агенты (возле МРЭО ГИБДД, ул. Барбашова) объяснили, что никаких выплат... ",1.0,01-Jul-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/111988/?page=657,рсо алания  росгосстрах  работает отвратительно  попытка застраховать автомобиль по осаго второй день заканчивается ничем   в головном офисе  г  владикавказ  ул  джанаева  введена талонная система     в       можно даже не пытаться застраховаться  талонов уже нет  в офисе  порядка    рабочих мест  работаеют только   сотрудника  внятно объяснить ситуацию не могут  вышестоящего начальства на месте нет  агенты  возле мрэо гибдд  ул  барбашова  объяснили  что никаких выплат    ,-1.0
1358,rosgosstrah,Москва,ОСАГО,"Так случилось, что Росгосттрах оказалась страховой компанией виновника аварии. сначала было все хорошо, их эксперт определил покраску бампера, замена нижней части бампера и хромированной решетки. ","Это на автомобиль стоимостью около 3 млн. руб., 2013 года выпуска, а по факту приобретенный в начале 2014 г. в салоне. Да, одна лишь маленькая пластиковая деталь бампера стоит 12 тыс. руб. Не говоря уж о покрасках, заменах, работах и других деталях. Всего ремонт примерно на 50 тыс. А выплатили в общем только 6,8 тыс. руб. Звонил, хотел оставить обращение... ",1.0,25-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/111299/?page=658,так случилось  что росгосттрах оказалась страховой компанией виновника аварии  сначала было все хорошо  их эксперт определил покраску бампера  замена нижней части бампера и хромированной решетки   это на автомобиль стоимостью около   млн  руб        года выпуска  а по факту приобретенный в начале      г  в салоне  да  одна лишь маленькая пластиковая деталь бампера стоит    тыс  руб  не говоря уж о покрасках  заменах  работах и других деталях  всего ремонт примерно на    тыс  а выплатили в общем только     тыс  руб  звонил  хотел оставить обращение    ,-1.0
1359,rosgosstrah,Электросталь,ОСАГО,"Попал в ДТП – въехали мне в задний бампер, помяли дверь багажника. Документы все оформлены, вызывали ДПС. Подал документы в свою страховую – Росгосстрах. ","Оценили ущерб – замена заднего бампера, замена кронштейна заднего бампера, рихтовка и окрасочные работы на двери багажника. Пришло смс, что на карточку перечислили 8382 рубля. И это на пежо партнер типи 2012 года, краска металлик. Страхуюсь в этой организации с 2003 года. Судится с этой компанией я не буду, просто пойду страховаться в другую. Пока... ",1.0,24-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/111175/?page=658,попал в дтп   въехали мне в задний бампер  помяли дверь багажника  документы все оформлены  вызывали дпс  подал документы в свою страховую   росгосстрах   оценили ущерб   замена заднего бампера  замена кронштейна заднего бампера  рихтовка и окрасочные работы на двери багажника  пришло смс  что на карточку перечислили      рубля  и это на пежо партнер типи      года  краска металлик  страхуюсь в этой организации с      года  судится с этой компанией я не буду  просто пойду страховаться в другую  пока    ,-1.0
1360,rosgosstrah,Москва,ОСАГО,"9507345 номер дела! прислали отказ не смотря на то что все документы в порядке,как так...","Мне интересно давно РГС проверяли честность в документации,были ли проверки? Говорят у виновника был левый бланк,мне интересно как РГС их выдает? и как наших ПОЛИЦЕЙСКИЕ работают?<br />Неужели сотрудники ДПС отворачиваются когда они видят таджика с левым бланком?) Подскажите что можно сделать...Не смотря на то что РГС кинуло человека на 200 000 руб.... ",1.0,24-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/111156/?page=658,        номер дела  прислали отказ не смотря на то что все документы в порядке как так    мне интересно давно ргс проверяли честность в документации были ли проверки  говорят у виновника был левый бланк мне интересно как ргс их выдает  и как наших полицейские работают  br   неужели сотрудники дпс отворачиваются когда они видят таджика с левым бланком   подскажите что можно сделать   не смотря на то что ргс кинуло человека на         руб     ,-1.0
1361,rosgosstrah,Астрахань,ОСАГО,"Было ДТП в 2011 году, не виновен полис Росгосстраха...Росгосстрах провел 2 оценки автомобиля (одну общую и вторую уже без бампера на скрытые повреждения). ","Обслуживание в офисе ужасное (Астрахань), работают хамки! Оценили и выплатили 13 тыс.руб. Сделали независимую оценку она составила 69 тыс.руб + 13 тыс.руб (утрата товарной стоимости). Получили выплату через суд!",1.0,24-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/111095/?page=658,было дтп в      году  не виновен полис росгосстраха   росгосстрах провел   оценки автомобиля  одну общую и вторую уже без бампера на скрытые повреждения    обслуживание в офисе ужасное  астрахань   работают хамки  оценили и выплатили    тыс руб  сделали независимую оценку она составила    тыс руб      тыс руб  утрата товарной стоимости   получили выплату через суд ,-1.0
1362,rosgosstrah,Красноярск,ОСАГО,"Обратилась к постоянному страх.агенту, нужно было срочно оформить ОСАГО. Мне озвучили 6,5 тысяч рублей на год, сославшись, что тарифы выросли.","Всё сделали красиво, о том что мне навязали доп.страхование не озвучили, более того оформили всё одной квитанцией, ещё предложили сделать тех.осмотр. Кстати стоимость тех.осмотра вошла в данный платеж, тоже одной квитанцией... ха ха. Теперь, внимание, моя страховка без всяких скидок как постоянному клиенту с безаварийной ездой составила бы всего 3920,40... ",1.0,23-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/110993/?page=659,обратилась к постоянному страх агенту  нужно было срочно оформить осаго  мне озвучили     тысяч рублей на год  сославшись  что тарифы выросли  вс  сделали красиво  о том что мне навязали доп страхование не озвучили  более того оформили вс  одной квитанцией  ещ  предложили сделать тех осмотр  кстати стоимость тех осмотра вошла в данный платеж  тоже одной квитанцией    ха ха  теперь  внимание  моя страховка без всяких скидок как постоянному клиенту с безаварийной ездой составила бы всего            ,-1.0
1363,rosgosstrah,Москва,Каско,Обратился по каско в связи с тем что злоумышленник или злоумышленники своровали часть бампера с машины и пытались взломать багажник. ,"После предоставления последнего необходимого документа, а именно Постановления о возбуждении уголовного дела из ОВД прошло более 20 р.д., но решения по моему вопросу так и не вынесли! Дело № 9442645.",1.0,23-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/110980/?page=659,обратился по каско в связи с тем что злоумышленник или злоумышленники своровали часть бампера с машины и пытались взломать багажник   после предоставления последнего необходимого документа  а именно постановления о возбуждении уголовного дела из овд прошло более    р д   но решения по моему вопросу так и не вынесли  дело           ,-1.0
1364,rosgosstrah,Ульяновск,ОСАГО,"г.Ульяновск, областной центр с десятками отделений РГС. Произошло ДТП, виновник – другая машина. ","Отправили для оценки ущерба в самый дальний городок, какой только можно найти в области. Инза – 170 км от Ульяновск! И это единственный пункт где они могут это сделать во всей области!",1.0,23-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/110924/?page=659,г ульяновск  областной центр с десятками отделений ргс  произошло дтп  виновник   другая машина   отправили для оценки ущерба в самый дальний городок  какой только можно найти в области  инза       км от ульяновск  и это единственный пункт где они могут это сделать во всей области ,-1.0
1365,rosgosstrah,Москва,Обслуживание,"Очень грубо и неуважительно обошлась с нами сегодня 20.06.14г. представитель Росгосстраха  ЛАПИЦКАЯ О., которая обслуживает клиентов на рецепции информации ","по адресу 2й Южнопортовый проезд, д16, стр.1. Нежелание выслушать клиента, понять проблему, с которой к ней обращаются. По ее словам, помочь ничем она не может, надо обращаться с иском в суд на Росгосстрах. Отличный совет. Про меня было сказано:""Спусти на на меня всех собак"". Я была клиентом Росгосстраха 7 лет, страховала несколько машин. Теперь не... ",1.0,20-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/110725/?page=659,очень грубо и неуважительно обошлась с нами сегодня         г  представитель росгосстраха  лапицкая о   которая обслуживает клиентов на рецепции информации  по адресу  й южнопортовый проезд  д    стр    нежелание выслушать клиента  понять проблему  с которой к ней обращаются  по ее словам  помочь ничем она не может  надо обращаться с иском в суд на росгосстрах  отличный совет  про меня было сказано  спусти на на меня всех собак   я была клиентом росгосстраха   лет  страховала несколько машин  теперь не    ,-1.0
1366,rosgosstrah,Москва,ОСАГО,"Возникла необходимость вписать меня и мужа в страховку к родителям, которые застрахованы в СК Согласие. ","На протяжении последних 5 лет мы страховались в РГС, страховых случаев не было у обоих, в свою очередь РГС (видимо специально) не вносили информацию о скидках и безаварийности в общую базу данных. Сегодня обратились в офис продаж РГС на Измайловской, в котором нам в наглой форме отказались выдать справку или внести данные по безаварийности в базу,... ",1.0,20-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/110698/?page=659,возникла необходимость вписать меня и мужа в страховку к родителям  которые застрахованы в ск согласие   на протяжении последних   лет мы страховались в ргс  страховых случаев не было у обоих  в свою очередь ргс  видимо специально  не вносили информацию о скидках и безаварийности в общую базу данных  сегодня обратились в офис продаж ргс на измайловской  в котором нам в наглой форме отказались выдать справку или внести данные по безаварийности в базу     ,-1.0
1367,rosgosstrah,Москва,ДМС,"К сожалению, эту ""страховую компанию"" выбрал мой работодатель. ","При солидной стоимости медстраховки, они включили в программу самые убогие клиники Москвы. Отказываются изменять программу по требованию клиентов.",1.0,12-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/109696/?page=662,к сожалению  эту  страховую компанию  выбрал мой работодатель   при солидной стоимости медстраховки  они включили в программу самые убогие клиники москвы  отказываются изменять программу по требованию клиентов ,-1.0
1368,rosgosstrah,Углич,Обслуживание,"сижу в филиале росгостраха с 10 хочу застраховать машину  сейчас 13,28 обслуживающий персонал ушел на обед . ","Обслужили только 4 человек и это за три часа .Как хорошо что страховых компании много .Больше ни когда сюда не обращусь.Хочу сказать руководству,что скорость обслуживание приносит вам прибыль.Но похоже клиенты вам не нужны.Пусть ваши девочки и дальше сидят в офисе и пьют целый день чай.А выплатите им з⁄п.Удачи и процветания компании с таким обслуживанием.... ",1.0,09-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/109190/?page=663,сижу в филиале росгостраха с    хочу застраховать машину  сейчас       обслуживающий персонал ушел на обед    обслужили только   человек и это за три часа  как хорошо что страховых компании много  больше ни когда сюда не обращусь хочу сказать руководству что скорость обслуживание приносит вам прибыль но похоже клиенты вам не нужны пусть ваши девочки и дальше сидят в офисе и пьют целый день чай а выплатите им з п удачи и процветания компании с таким обслуживанием     ,-1.0
1369,rosgosstrah,Москва,Каско,"купила машину в автосалоне,отела согласие осаго и каско, но как ВСЕГДА ,что–то с программой...","Сказали менеджеры– росгосстрах берите, на 4 тыс дороже и уже не 2 кузов ремонта без гаи, а 1. Через неделю царапнули машину, звоню в ргс– а мне говорят: НЕ бывает без гаи никаких выплат!слава Богу я гаи вызвала и справку взяла, так что в след раз будем серьезней изучать этот рынок!",2.0,07-Jun-2014,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/109024/?page=663,купила машину в автосалоне отела согласие осаго и каско  но как всегда  что то с программой    сказали менеджеры  росгосстрах берите  на   тыс дороже и уже не   кузов ремонта без гаи  а    через неделю царапнули машину  звоню в ргс  а мне говорят  не бывает без гаи никаких выплат слава богу я гаи вызвала и справку взяла  так что в след раз будем серьезней изучать этот рынок ,-1.0
